case_id,opened_date,closed_date,category,region,status,cycle_time_days,is_exception
OPS-100397,2024-12-19,2024-12-22,Documentation Review,Southeast,Closed,3.58,False
OPS-100822,2024-12-19,2024-12-22,Eligibility Check,Southeast,Closed,3.55,False
OPS-100909,2024-12-19,2024-12-25,Renewal Processing,Northeast,Closed,6.72,False
OPS-101588,2024-12-19,2024-12-27,Documentation Review,Northeast,Closed,8.4,False
OPS-100668,2024-12-19,2024-12-20,Renewal Processing,West,Closed,1.35,False
OPS-100930,2024-12-19,2025-01-26,Documentation Review,West,Closed,38.75,False
OPS-101387,2024-12-20,2024-12-22,Eligibility Check,Southeast,Closed,2.55,True
OPS-101714,2024-12-20,2024-12-22,Documentation Review,Southeast,Closed,2.17,False
OPS-100463,2024-12-20,2024-12-22,Billing Inquiry,Midwest,Closed,2.61,False
OPS-101921,2024-12-20,2024-12-27,Dispute Resolution,Southwest,Closed,7.33,False
OPS-100699,2024-12-20,2024-12-28,Documentation Review,Northeast,Closed,8.09,False
OPS-102078,2024-12-20,2024-12-20,Billing Inquiry,Southwest,Closed,0.74,False
OPS-100737,2024-12-20,2024-12-22,Account Setup,Southeast,Closed,2.23,False
OPS-101025,2024-12-20,2024-12-23,Data Correction,Southeast,Closed,3.18,False
OPS-100220,2024-12-20,2024-12-21,Account Setup,Southwest,Closed,1.49,False
OPS-100657,2024-12-20,2024-12-24,Documentation Review,Southwest,Closed,3.96,False
OPS-100094,2024-12-20,2024-12-22,Billing Inquiry,Midwest,Closed,2.23,False
OPS-100400,2024-12-20,2024-12-24,Documentation Review,Midwest,Closed,4.39,False
OPS-101870,2024-12-21,2024-12-23,Documentation Review,Southeast,Closed,2.09,False
OPS-100067,2024-12-21,2024-12-24,Eligibility Check,Southeast,Closed,3.09,False
OPS-101552,2024-12-21,2024-12-23,Eligibility Check,Southeast,Closed,2.02,True
OPS-101353,2024-12-21,2024-12-21,Eligibility Check,Midwest,Closed,0.92,False
OPS-100918,2024-12-22,2024-12-22,Billing Inquiry,Midwest,Closed,0.55,False
OPS-100475,2024-12-22,2024-12-30,Eligibility Check,Southwest,Closed,8.76,False
OPS-101670,2024-12-22,2024-12-24,Documentation Review,Midwest,Closed,2.81,False
OPS-101791,2024-12-23,2024-12-26,Documentation Review,Midwest,Closed,3.77,False
OPS-101530,2024-12-23,,Renewal Processing,Southeast,Open,,False
OPS-100592,2024-12-23,,Dispute Resolution,Midwest,Open,,False
OPS-100112,2024-12-23,2025-01-15,Documentation Review,Southwest,Closed,23.34,False
OPS-102144,2024-12-23,2024-12-30,Dispute Resolution,Southwest,Closed,7.6,False
OPS-101548,2024-12-24,2024-12-24,Billing Inquiry,Southwest,Closed,0.93,False
OPS-101403,2024-12-24,2024-12-25,Billing Inquiry,Southeast,Closed,1.3,False
OPS-100730,2024-12-24,2024-12-24,Service Request,Southwest,Closed,0.32,False
OPS-100262,2024-12-24,2024-12-24,Account Setup,Southwest,Closed,0.08,False
OPS-101970,2024-12-24,2024-12-28,Renewal Processing,Northeast,Closed,4.2,False
OPS-100043,2024-12-24,2024-12-27,Billing Inquiry,Northeast,Closed,3.34,False
OPS-100516,2024-12-24,2024-12-31,Eligibility Check,West,Closed,7.86,False
OPS-100199,2024-12-24,2025-01-01,Eligibility Check,Southwest,Closed,8.2,False
OPS-100529,2024-12-24,2024-12-25,Data Correction,Midwest,Closed,1.61,True
OPS-101894,2024-12-25,2025-01-01,Billing Inquiry,Southwest,Closed,7.03,False
OPS-100168,2024-12-25,2024-12-29,Documentation Review,Southeast,Closed,4.31,False
OPS-100183,2024-12-25,2024-12-27,Account Setup,West,Closed,2.86,False
OPS-100792,2024-12-25,2024-12-26,Billing Inquiry,West,Closed,0.98,False
OPS-101216,2024-12-25,2024-12-26,Service Request,West,Closed,1.44,False
OPS-100801,2024-12-25,2024-12-28,Service Request,Midwest,Closed,3.34,False
OPS-101581,2024-12-25,2024-12-27,Data Correction,Southwest,Closed,2.67,False
OPS-102136,2024-12-25,2024-12-26,Account Setup,West,Closed,1.86,False
OPS-100483,2024-12-25,2024-12-27,Service Request,Northeast,Closed,2.4,False
OPS-100373,2024-12-25,2025-01-20,Data Correction,Midwest,Closed,26.05,False
OPS-100506,2024-12-25,2024-12-26,Data Correction,Southwest,Closed,1.62,False
OPS-100493,2024-12-25,2024-12-26,Renewal Processing,West,Closed,1.24,False
OPS-100276,2024-12-25,2024-12-27,Account Setup,Southwest,Closed,1.97,False
OPS-101145,2024-12-26,2024-12-29,Service Request,Southeast,Closed,3.7,False
OPS-101135,2024-12-26,2025-01-09,Documentation Review,Southeast,Closed,14.87,True
OPS-101064,2024-12-26,2024-12-30,Billing Inquiry,Southwest,Closed,4.47,False
OPS-100877,2024-12-26,2024-12-26,Service Request,Northeast,Closed,0.61,False
OPS-100787,2024-12-26,2024-12-29,Eligibility Check,West,Closed,3.71,False
OPS-101007,2024-12-26,2024-12-27,Account Setup,West,Closed,1.54,False
OPS-101241,2024-12-26,2024-12-27,Billing Inquiry,West,Closed,1.23,False
OPS-100974,2024-12-26,2024-12-30,Service Request,Northeast,Closed,4.27,False
OPS-101275,2024-12-26,2024-12-28,Documentation Review,Northeast,Closed,2.54,False
OPS-101293,2024-12-26,2024-12-27,Service Request,Southeast,Closed,1.57,False
OPS-101877,2024-12-26,2024-12-30,Service Request,West,Closed,4.23,False
OPS-101075,2024-12-26,2024-12-30,Data Correction,Southwest,Closed,4.37,False
OPS-101463,2024-12-26,2024-12-26,Service Request,Northeast,Closed,0.9,False
OPS-102054,2024-12-27,2024-12-28,Data Correction,Southeast,Closed,1.71,False
OPS-101262,2024-12-27,2024-12-28,Account Setup,West,Closed,1.52,False
OPS-100701,2024-12-27,2025-01-02,Renewal Processing,Northeast,Closed,6.09,False
OPS-100751,2024-12-27,2024-12-31,Dispute Resolution,Northeast,Closed,4.84,False
OPS-100032,2024-12-27,2024-12-29,Account Setup,West,Closed,2.91,False
OPS-100693,2024-12-27,2024-12-29,Service Request,Midwest,Closed,2.27,False
OPS-101846,2024-12-27,2024-12-28,Billing Inquiry,Southeast,Closed,1.14,False
OPS-102168,2024-12-28,2024-12-30,Account Setup,Northeast,Closed,2.12,False
OPS-102127,2024-12-28,2024-12-31,Dispute Resolution,Southwest,Closed,3.15,False
OPS-100315,2024-12-28,2024-12-28,Data Correction,Southwest,Closed,0.47,False
OPS-101045,2024-12-28,2025-01-03,Eligibility Check,Southeast,Closed,6.24,False
OPS-101287,2024-12-29,2025-01-19,Dispute Resolution,Southeast,Closed,21.81,False
OPS-100322,2024-12-29,2025-01-01,Documentation Review,West,Closed,3.93,False
OPS-100756,2024-12-30,2025-01-02,Account Setup,Southwest,Closed,3.69,False
OPS-100126,2024-12-30,2025-01-02,Billing Inquiry,Southeast,Closed,3.03,False
OPS-100746,2024-12-30,2025-01-04,Billing Inquiry,Northeast,Closed,5.74,True
OPS-101324,2024-12-30,2025-01-03,Eligibility Check,West,Closed,4.6,False
OPS-101760,2024-12-30,2025-01-07,Billing Inquiry,Southwest,Closed,8.7,False
OPS-100146,2024-12-30,2025-01-01,Data Correction,Northeast,Closed,1.98,False
OPS-101884,2024-12-30,2025-01-03,Eligibility Check,Southwest,Closed,4.81,False
OPS-100368,2024-12-30,2024-12-31,Service Request,Southwest,Closed,1.82,False
OPS-101786,2024-12-30,2025-01-02,Billing Inquiry,Southeast,Closed,3.57,False
OPS-101885,2024-12-30,2024-12-31,Renewal Processing,West,Closed,1.47,False
OPS-100514,2024-12-31,2025-01-01,Data Correction,Northeast,Closed,1.39,False
OPS-102049,2024-12-31,2025-01-02,Data Correction,West,Closed,1.98,False
OPS-101079,2024-12-31,2025-01-02,Account Setup,Northeast,Closed,2.7,False
OPS-101997,2024-12-31,2025-01-01,Data Correction,Southwest,Closed,1.41,False
OPS-101101,2024-12-31,2025-01-02,Billing Inquiry,Southeast,Closed,2.53,False
OPS-101716,2024-12-31,2025-01-05,Eligibility Check,West,Closed,4.96,False
OPS-101992,2025-01-01,2025-01-03,Eligibility Check,Southeast,Closed,2.87,False
OPS-100587,2025-01-01,2025-01-02,Eligibility Check,West,Closed,1.38,True
OPS-100579,2025-01-01,2025-01-03,Account Setup,Southwest,Closed,2.29,False
OPS-100890,2025-01-01,2025-01-03,Data Correction,Northeast,Closed,2.59,False
OPS-102126,2025-01-01,2025-01-03,Account Setup,Southwest,Closed,2.45,False
OPS-102108,2025-01-01,2025-01-09,Renewal Processing,West,Closed,8.14,False
OPS-100570,2025-01-01,2025-01-03,Billing Inquiry,Southeast,Closed,2.32,False
OPS-100986,2025-01-01,2025-01-11,Dispute Resolution,Midwest,Closed,9.97,True
OPS-100949,2025-01-01,2025-01-10,Billing Inquiry,Midwest,Closed,9.95,True
OPS-101036,2025-01-02,2025-01-08,Renewal Processing,Midwest,Closed,6.67,False
OPS-102095,2025-01-02,2025-01-09,Documentation Review,Southeast,Closed,7.3,False
OPS-101369,2025-01-02,2025-01-07,Billing Inquiry,West,Closed,5.03,True
OPS-102032,2025-01-02,2025-01-15,Dispute Resolution,Southeast,Closed,13.04,True
OPS-101014,2025-01-02,2025-01-05,Account Setup,Midwest,Closed,3.11,False
OPS-100685,2025-01-02,2025-01-07,Billing Inquiry,Southwest,Closed,5.55,False
OPS-101586,2025-01-02,2025-01-09,Renewal Processing,Northeast,Closed,7.52,False
OPS-100988,2025-01-02,2025-01-03,Account Setup,Southwest,Closed,1.73,False
OPS-100664,2025-01-02,2025-01-06,Documentation Review,Northeast,Closed,4.73,False
OPS-100617,2025-01-03,2025-01-07,Service Request,Northeast,Closed,4.63,False
OPS-101778,2025-01-03,2025-01-06,Eligibility Check,Midwest,Closed,3.25,False
OPS-101294,2025-01-03,2025-01-04,Account Setup,West,Closed,1.35,False
OPS-101498,2025-01-03,2025-01-06,Account Setup,Southwest,Closed,3.84,False
OPS-100795,2025-01-03,2025-01-04,Eligibility Check,Midwest,Closed,1.21,False
OPS-100133,2025-01-03,2025-01-04,Account Setup,Northeast,Closed,1.27,False
OPS-101454,2025-01-03,2025-01-03,Billing Inquiry,Northeast,Closed,0.9,False
OPS-100655,2025-01-03,2025-01-04,Renewal Processing,Southeast,Closed,1.66,False
OPS-101726,2025-01-03,2025-01-03,Eligibility Check,West,Closed,0.77,True
OPS-102087,2025-01-04,2025-01-07,Billing Inquiry,Southwest,Closed,3.32,False
OPS-101754,2025-01-04,2025-01-05,Account Setup,West,Closed,1.44,False
OPS-102174,2025-01-06,2025-01-07,Service Request,West,Closed,1.88,False
OPS-100021,2025-01-06,2025-01-08,Eligibility Check,Southeast,Closed,2.84,False
OPS-101140,2025-01-06,2025-01-11,Documentation Review,Midwest,Closed,5.2,False
OPS-101702,2025-01-06,2025-01-08,Service Request,Southwest,Closed,2.31,False
OPS-101926,2025-01-06,2025-01-08,Eligibility Check,Southwest,Closed,2.35,False
OPS-101526,2025-01-07,2025-01-09,Renewal Processing,West,Closed,2.15,False
OPS-102086,2025-01-07,2025-01-14,Renewal Processing,Northeast,Closed,7.01,False
OPS-101244,2025-01-07,2025-01-08,Data Correction,Midwest,Closed,1.09,False
OPS-102090,2025-01-08,2025-02-14,Account Setup,Midwest,Closed,37.38,False
OPS-101242,2025-01-08,2025-01-09,Account Setup,Southeast,Closed,1.54,False
OPS-101542,2025-01-08,,Data Correction,West,Open,,False
OPS-100498,2025-01-08,2025-01-11,Documentation Review,West,Closed,3.64,False
OPS-101923,2025-01-08,2025-01-10,Documentation Review,Northeast,Closed,2.23,False
OPS-101280,2025-01-08,2025-01-14,Eligibility Check,Northeast,Closed,6.08,False
OPS-100785,2025-01-08,2025-01-09,Billing Inquiry,Southeast,Closed,1.42,False
OPS-101424,2025-01-08,2025-01-08,Service Request,Southwest,Closed,0.33,False
OPS-100372,2025-01-09,2025-01-26,Dispute Resolution,Northeast,Closed,17.35,True
OPS-100525,2025-01-09,2025-01-15,Dispute Resolution,Midwest,Closed,6.66,False
OPS-100096,2025-01-09,2025-01-27,Dispute Resolution,Southeast,Closed,18.83,False
OPS-100679,2025-01-10,2025-01-11,Account Setup,Southwest,Closed,1.25,False
OPS-100314,2025-01-10,2025-01-12,Billing Inquiry,Midwest,Closed,2.13,False
OPS-101177,2025-01-10,2025-01-13,Renewal Processing,West,Closed,3.06,False
OPS-101027,2025-01-10,2025-01-15,Billing Inquiry,West,Closed,5.94,False
OPS-100568,2025-01-10,2025-01-12,Data Correction,Southwest,Closed,2.37,False
OPS-100313,2025-01-10,2025-01-11,Account Setup,Southwest,Closed,1.33,False
OPS-101973,2025-01-11,2025-01-11,Billing Inquiry,Northeast,Closed,0.56,False
OPS-101553,2025-01-11,2025-01-12,Dispute Resolution,Northeast,Closed,1.6,False
OPS-100033,2025-01-12,2025-01-18,Renewal Processing,Midwest,Closed,6.43,False
OPS-100010,2025-01-12,2025-01-15,Renewal Processing,West,Closed,3.49,False
OPS-100165,2025-01-12,2025-01-15,Service Request,Southwest,Closed,3.05,False
OPS-101502,2025-01-12,2025-01-19,Service Request,Northeast,Closed,7.48,False
OPS-100931,2025-01-12,2025-01-13,Renewal Processing,Northeast,Closed,1.89,False
OPS-101347,2025-01-12,2025-01-21,Renewal Processing,Midwest,Closed,9.41,False
OPS-100633,2025-01-13,2025-01-14,Data Correction,Southeast,Closed,1.41,False
OPS-101326,2025-01-13,2025-01-14,Account Setup,Midwest,Closed,1.36,False
OPS-101339,2025-01-13,2025-01-14,Billing Inquiry,Midwest,Closed,1.17,False
OPS-101626,2025-01-13,2025-01-16,Billing Inquiry,Southwest,Closed,3.31,False
OPS-100248,2025-01-13,2025-01-16,Service Request,Midwest,Closed,3.88,False
OPS-100521,2025-01-13,2025-01-15,Data Correction,Southwest,Closed,2.56,False
OPS-102019,2025-01-13,2025-01-17,Service Request,West,Closed,4.2,False
OPS-100186,2025-01-13,2025-01-14,Renewal Processing,Southwest,Closed,1.57,False
OPS-100287,2025-01-13,2025-01-14,Data Correction,Midwest,Closed,1.28,False
OPS-101361,2025-01-14,2025-01-15,Eligibility Check,Northeast,Closed,1.37,False
OPS-102027,2025-01-14,2025-01-20,Billing Inquiry,Northeast,Closed,6.06,False
OPS-100384,2025-01-14,2025-01-16,Account Setup,West,Closed,2.84,False
OPS-100885,2025-01-14,2025-01-18,Billing Inquiry,Southeast,Closed,4.14,False
OPS-100873,2025-01-14,2025-01-25,Dispute Resolution,Northeast,Closed,11.35,True
OPS-101981,2025-01-14,2025-01-14,Account Setup,Midwest,Closed,0.88,False
OPS-101459,2025-01-15,2025-01-20,Account Setup,West,Closed,4.96,False
OPS-101613,2025-01-15,2025-01-15,Account Setup,Northeast,Closed,0.71,False
OPS-100858,2025-01-15,2025-01-15,Billing Inquiry,Southwest,Closed,0.74,False
OPS-100093,2025-01-15,2025-01-16,Billing Inquiry,Southeast,Closed,1.67,False
OPS-100316,2025-01-15,2025-01-15,Account Setup,Southeast,Closed,0.64,False
OPS-102124,2025-01-15,2025-01-20,Billing Inquiry,Northeast,Closed,5.18,True
OPS-101271,2025-01-15,2025-01-16,Eligibility Check,Northeast,Closed,1.6,False
OPS-101295,2025-01-15,2025-01-16,Data Correction,West,Closed,1.77,False
OPS-100733,2025-01-16,2025-01-16,Data Correction,Southwest,Closed,0.38,False
OPS-100378,2025-01-16,2025-01-20,Account Setup,Northeast,Closed,4.51,False
OPS-100306,2025-01-16,2025-01-18,Renewal Processing,Midwest,Closed,2.9,False
OPS-101711,2025-01-16,2025-01-19,Eligibility Check,West,Closed,3.63,False
OPS-100532,2025-01-17,2025-01-21,Eligibility Check,Southwest,Closed,4.83,False
OPS-101213,2025-01-17,2025-01-18,Account Setup,Southwest,Closed,1.15,False
OPS-101423,2025-01-17,2025-01-17,Data Correction,Southwest,Closed,0.33,False
OPS-100046,2025-01-17,2025-01-20,Billing Inquiry,Southeast,Closed,3.19,False
OPS-102125,2025-01-17,2025-01-20,Eligibility Check,Northeast,Closed,3.26,False
OPS-102074,2025-01-18,2025-01-19,Billing Inquiry,Midwest,Closed,1.2,False
OPS-101299,2025-01-18,2025-01-19,Data Correction,West,Closed,1.34,False
OPS-101107,2025-01-19,2025-01-20,Account Setup,West,Closed,1.74,False
OPS-101005,2025-01-20,2025-01-25,Documentation Review,Northeast,Closed,5.64,False
OPS-102025,2025-01-20,2025-01-21,Data Correction,Southeast,Closed,1.01,False
OPS-100886,2025-01-20,2025-01-27,Billing Inquiry,Southwest,Closed,7.35,False
OPS-100876,2025-01-20,2025-01-23,Billing Inquiry,West,Closed,3.06,False
OPS-102080,2025-01-20,2025-01-27,Account Setup,Northeast,Closed,7.34,False
OPS-100546,2025-01-20,2025-01-21,Billing Inquiry,West,Closed,1.01,False
OPS-101425,2025-01-20,2025-01-23,Service Request,Southwest,Closed,3.36,False
OPS-102162,2025-01-20,2025-01-21,Service Request,Northeast,Closed,1.7,False
OPS-101545,2025-01-20,2025-01-20,Service Request,West,Closed,0.92,False
OPS-101286,2025-01-20,2025-01-22,Service Request,Midwest,Closed,2.8,False
OPS-101191,2025-01-20,2025-01-20,Service Request,Southeast,Closed,0.66,False
OPS-101310,2025-01-20,2025-01-22,Renewal Processing,Midwest,Closed,2.02,False
OPS-101170,2025-01-20,2025-01-21,Data Correction,Northeast,Closed,1.41,False
OPS-100675,2025-01-20,2025-01-22,Billing Inquiry,Northeast,Closed,2.16,False
OPS-100738,2025-01-20,2025-01-28,Billing Inquiry,Midwest,Closed,8.94,False
OPS-100275,2025-01-20,2025-01-24,Account Setup,West,Closed,4.35,False
OPS-100659,2025-01-21,2025-01-27,Eligibility Check,Midwest,Closed,6.39,False
OPS-101729,2025-01-21,2025-01-28,Renewal Processing,Southeast,Closed,7.25,False
OPS-100846,2025-01-21,2025-01-25,Eligibility Check,Southeast,Closed,4.17,False
OPS-100219,2025-01-21,2025-01-25,Renewal Processing,Southeast,Closed,3.97,False
OPS-101272,2025-01-21,2025-01-23,Eligibility Check,Southeast,Closed,2.76,False
OPS-101399,2025-01-21,2025-01-26,Documentation Review,West,Closed,5.55,False
OPS-101689,2025-01-21,2025-01-26,Billing Inquiry,Midwest,Closed,5.7,False
OPS-100832,2025-01-21,2025-01-23,Billing Inquiry,Southeast,Closed,2.52,False
OPS-101624,2025-01-21,2025-01-24,Dispute Resolution,Northeast,Closed,3.32,False
OPS-101069,2025-01-22,2025-01-24,Account Setup,Southwest,Closed,2.16,False
OPS-100977,2025-01-22,2025-01-23,Documentation Review,Southeast,Closed,1.75,False
OPS-101261,2025-01-22,2025-01-30,Dispute Resolution,Northeast,Closed,8.24,False
OPS-101658,2025-01-22,2025-01-25,Service Request,Northeast,Closed,3.36,False
OPS-100650,2025-01-22,2025-01-22,Documentation Review,Southwest,Closed,0.89,False
OPS-101186,2025-01-22,2025-01-25,Eligibility Check,Midwest,Closed,3.05,False
OPS-101066,2025-01-22,2025-01-24,Billing Inquiry,Southeast,Closed,2.67,True
OPS-100583,2025-01-22,2025-01-23,Documentation Review,Southeast,Closed,1.92,False
OPS-101582,2025-01-22,2025-01-26,Renewal Processing,Southeast,Closed,4.21,False
OPS-100932,2025-01-23,2025-01-25,Account Setup,Midwest,Closed,2.63,False
OPS-101636,2025-01-23,2025-01-30,Service Request,Southeast,Closed,7.92,False
OPS-101372,2025-01-23,2025-01-23,Billing Inquiry,Midwest,Closed,0.81,False
OPS-101593,2025-01-23,2025-01-24,Account Setup,Midwest,Closed,1.48,False
OPS-101655,2025-01-23,2025-01-24,Billing Inquiry,Northeast,Closed,1.82,False
OPS-100470,2025-01-23,2025-01-25,Service Request,West,Closed,2.06,False
OPS-101029,2025-01-23,2025-01-26,Eligibility Check,Southeast,Closed,3.14,False
OPS-101281,2025-01-24,2025-01-28,Service Request,Southeast,Closed,4.37,False
OPS-100669,2025-01-24,2025-01-24,Account Setup,West,Closed,0.06,False
OPS-100081,2025-01-24,2025-01-29,Billing Inquiry,Northeast,Closed,5.51,False
OPS-101882,2025-01-24,2025-01-25,Dispute Resolution,Southwest,Closed,1.57,False
OPS-101570,2025-01-24,2025-02-01,Renewal Processing,Northeast,Closed,8.63,False
OPS-100071,2025-01-24,2025-01-27,Service Request,Midwest,Closed,3.31,False
OPS-101037,2025-01-24,2025-01-28,Billing Inquiry,West,Closed,4.39,False
OPS-100843,2025-01-24,2025-01-31,Eligibility Check,Southeast,Closed,7.29,False
OPS-101095,2025-01-25,2025-01-29,Renewal Processing,Southwest,Closed,4.47,False
OPS-101629,2025-01-25,2025-01-30,Service Request,Midwest,Closed,5.09,False
OPS-101808,2025-01-25,2025-01-25,Billing Inquiry,Northeast,Closed,0.86,True
OPS-100880,2025-01-25,2025-01-25,Billing Inquiry,Northeast,Closed,0.47,False
OPS-100480,2025-01-25,2025-01-25,Data Correction,Midwest,Closed,0.21,False
OPS-102014,2025-01-27,,Service Request,Northeast,Open,,False
OPS-101707,2025-01-27,2025-01-28,Data Correction,West,Closed,1.16,False
OPS-102158,2025-01-27,2025-01-30,Eligibility Check,Southwest,Closed,3.78,False
OPS-100791,2025-01-27,2025-01-28,Data Correction,Northeast,Closed,1.69,False
OPS-100625,2025-01-27,2025-02-05,Dispute Resolution,Southwest,Closed,9.63,True
OPS-100247,2025-01-27,2025-01-30,Documentation Review,West,Closed,3.85,False
OPS-100479,2025-01-27,2025-03-15,Documentation Review,Southeast,Closed,47.58,False
OPS-100943,2025-01-27,2025-01-31,Account Setup,Southeast,Closed,4.72,False
OPS-101635,2025-01-27,2025-03-12,Documentation Review,Northeast,Closed,44.3,False
OPS-101848,2025-01-27,2025-01-30,Documentation Review,Southeast,Closed,3.78,True
OPS-101942,2025-01-27,2025-01-28,Account Setup,Midwest,Closed,1.5,False
OPS-102176,2025-01-27,2025-01-31,Dispute Resolution,Southwest,Closed,3.96,False
OPS-101961,2025-01-28,2025-01-29,Billing Inquiry,Southeast,Closed,1.2,False
OPS-102170,2025-01-28,2025-01-30,Billing Inquiry,Southeast,Closed,2.65,False
OPS-101348,2025-01-28,2025-01-30,Account Setup,Midwest,Closed,2.65,False
OPS-101144,2025-01-28,2025-01-31,Eligibility Check,Northeast,Closed,3.87,False
OPS-100285,2025-01-28,2025-01-29,Documentation Review,West,Closed,1.86,False
OPS-100123,2025-01-28,2025-01-29,Account Setup,Midwest,Closed,1.36,False
OPS-100311,2025-01-28,2025-02-09,Documentation Review,Southwest,Closed,12.01,False
OPS-100739,2025-01-28,2025-01-29,Account Setup,Southwest,Closed,1.19,True
OPS-100365,2025-01-29,2025-02-02,Documentation Review,West,Closed,4.8,False
OPS-101480,2025-01-29,2025-02-01,Dispute Resolution,Southwest,Closed,3.91,False
OPS-102033,2025-01-29,2025-02-17,Dispute Resolution,Northeast,Closed,19.08,False
OPS-100231,2025-01-29,2025-02-02,Service Request,Southeast,Closed,4.94,False
OPS-101034,2025-01-29,2025-02-01,Billing Inquiry,Northeast,Closed,3.8,False
OPS-101209,2025-01-29,2025-01-29,Account Setup,Northeast,Closed,0.74,False
OPS-100686,2025-01-29,2025-02-02,Account Setup,Southeast,Closed,4.31,False
OPS-100838,2025-01-29,2025-01-30,Billing Inquiry,West,Closed,1.92,False
OPS-100485,2025-01-29,2025-02-05,Dispute Resolution,Midwest,Closed,7.43,False
OPS-101111,2025-01-30,2025-02-02,Renewal Processing,Southeast,Closed,3.61,False
OPS-101346,2025-01-30,2025-02-04,Eligibility Check,West,Closed,5.35,False
OPS-101137,2025-01-30,2025-01-31,Data Correction,Northeast,Closed,1.03,False
OPS-101124,2025-01-30,2025-02-01,Service Request,Northeast,Closed,2.32,False
OPS-101237,2025-01-30,2025-03-01,Billing Inquiry,Southwest,Closed,30.54,False
OPS-102163,2025-01-30,2025-02-01,Renewal Processing,Northeast,Closed,2.22,False
OPS-102064,2025-01-30,2025-02-01,Service Request,West,Closed,2.62,False
OPS-101503,2025-01-30,2025-01-30,Service Request,Northeast,Closed,0.93,False
OPS-100476,2025-01-31,2025-02-04,Eligibility Check,Northeast,Closed,4.32,False
OPS-101494,2025-01-31,2025-02-09,Dispute Resolution,Southwest,Closed,9.09,False
OPS-102167,2025-01-31,2025-02-02,Service Request,Southeast,Closed,2.02,False
OPS-100249,2025-01-31,2025-02-02,Service Request,Southwest,Closed,1.97,False
OPS-101608,2025-02-01,2025-02-04,Renewal Processing,Southeast,Closed,3.29,False
OPS-101379,2025-02-01,2025-02-08,Account Setup,Southeast,Closed,7.85,False
OPS-101380,2025-02-02,2025-02-03,Dispute Resolution,West,Closed,1.93,False
OPS-101837,2025-02-03,,Data Correction,Midwest,Open,,False
OPS-100496,2025-02-03,2025-03-03,Data Correction,Southwest,Closed,28.37,False
OPS-101609,2025-02-03,2025-02-10,Dispute Resolution,Northeast,Closed,7.0,False
OPS-100747,2025-02-03,2025-02-16,Dispute Resolution,Midwest,Closed,13.89,False
OPS-102141,2025-02-03,2025-02-04,Account Setup,Southwest,Closed,1.54,False
OPS-100118,2025-02-03,2025-02-05,Eligibility Check,Southwest,Closed,2.34,False
OPS-101282,2025-02-03,2025-02-04,Data Correction,Southeast,Closed,1.79,False
OPS-100549,2025-02-03,2025-02-07,Account Setup,Southwest,Closed,4.65,False
OPS-100721,2025-02-03,2025-02-08,Account Setup,Midwest,Closed,4.98,False
OPS-100040,2025-02-04,2025-02-07,Billing Inquiry,Southeast,Closed,3.62,False
OPS-101158,2025-02-04,2025-02-08,Service Request,Southeast,Closed,4.54,False
OPS-100176,2025-02-04,2025-02-07,Data Correction,Southwest,Closed,3.01,False
OPS-100961,2025-02-04,2025-02-08,Renewal Processing,Northeast,Closed,3.99,False
OPS-101466,2025-02-04,2025-02-05,Billing Inquiry,Southeast,Closed,1.35,False
OPS-100069,2025-02-04,2025-02-07,Data Correction,Midwest,Closed,3.02,False
OPS-101476,2025-02-04,2025-02-05,Billing Inquiry,West,Closed,1.32,True
OPS-100148,2025-02-05,2025-02-06,Account Setup,West,Closed,1.66,False
OPS-101457,2025-02-05,2025-02-14,Documentation Review,West,Closed,9.11,False
OPS-101929,2025-02-05,2025-02-06,Renewal Processing,West,Closed,1.58,False
OPS-100995,2025-02-05,2025-02-09,Documentation Review,Midwest,Closed,4.24,False
OPS-101038,2025-02-05,2025-02-06,Documentation Review,Northeast,Closed,1.2,False
OPS-101551,2025-02-05,2025-02-16,Eligibility Check,Northeast,Closed,11.37,False
OPS-100609,2025-02-05,2025-02-09,Billing Inquiry,Northeast,Closed,4.67,True
OPS-101871,2025-02-05,2025-02-06,Service Request,Southwest,Closed,1.43,False
OPS-100377,2025-02-05,2025-02-06,Data Correction,Southwest,Closed,1.31,False
OPS-100708,2025-02-05,2025-02-08,Renewal Processing,West,Closed,3.88,False
OPS-100001,2025-02-05,2025-02-15,Renewal Processing,Southwest,Closed,10.18,False
OPS-102013,2025-02-06,2025-02-07,Account Setup,Southeast,Closed,1.59,False
OPS-101677,2025-02-06,2025-02-14,Renewal Processing,Midwest,Closed,8.26,False
OPS-100399,2025-02-06,2025-02-07,Renewal Processing,Southeast,Closed,1.79,False
OPS-101811,2025-02-06,2025-02-07,Billing Inquiry,Southwest,Closed,1.43,False
OPS-100014,2025-02-06,2025-02-11,Renewal Processing,Midwest,Closed,5.33,False
OPS-101906,2025-02-06,2025-02-08,Service Request,Southwest,Closed,2.84,False
OPS-101072,2025-02-07,2025-02-09,Service Request,Southwest,Closed,2.23,False
OPS-102001,2025-02-07,2025-02-08,Data Correction,Southwest,Closed,1.22,True
OPS-101807,2025-02-07,2025-02-12,Account Setup,Southeast,Closed,5.62,False
OPS-101889,2025-02-07,2025-02-09,Billing Inquiry,Southeast,Closed,2.84,False
OPS-101429,2025-02-07,2025-02-11,Billing Inquiry,Northeast,Closed,4.05,False
OPS-100092,2025-02-07,2025-02-07,Service Request,Southwest,Closed,0.46,False
